full_text,text_clean,Label
Keputusan mantan Kades untuk mendukung Prabowo-Gibran menciptakan k   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/GMrlI5VoLt,keputusan mantan kades untuk mendukung prabowogibran menciptakan purnakuwu dukungpragibs,positif
Suara tanpa cela  mantan Kades Cirebon serukan dukungan untuk Prabowo-Gibran!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/399MQXdv5R,suara tanpa cela mantan kades cirebon serukan dukungan untuk prabowogibran purnakuwu dukungpragibs,positif
Para mantan kepala desa dan lurah Cirebon bersatu demi Prabowo-Gibran!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/aH9cqsnJoQ,para mantan kepala desa dan lurah cirebon bersatu demi prabowogibran purnakuwu dukungpragibs,positif
Deklarasi yang meresapi semangat: Suara solid Ratusan Mantan Kades untuk mendukung Prabowo-Gibran!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/ruK2pOd0U3,deklarasi yang meresapi semangat suara solid ratusan mantan kades untuk mendukung prabowogibran purnakuwu dukungpragibs,positif
Suara mantan kepala desa yang bersatu: Prabowo-Gibran mendapat dukungan luar biasa dari Cirebon!  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/dFkXxRtKBG,suara mantan kepala desa yang bersatu prabowogibran mendapat dukungan luar biasa dari cirebon purnakuwu dukungpragibs,positif
Dukungan tanpa batas mantan kades adalah fondasi ikatan yang kuat. Pengalaman militer Prabowo-Gibran dianggap sebagai kekuatan untuk menjaga keamanan negara.  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/rUpdeiKZfD,dukungan tanpa batas mantan kades adalah fondasi ikatan yang kuat pengalaman militer prabowogibran dianggap sebagai kekuatan untuk menjaga keamanan negara purnakuwu dukungpragibs,positif
"Sebagaimana Gibran dihubungkan dengan kata karunia "" Prabowo dan Gibran diharapkan membawa berkah bagi masyarakat Jakarta. @osamu_66  https://t.co/ayabGjIq0R""",sebagaimana gibran dihubungkan dengan kata karunia prabowo dan gibran diharapkan membawa berkah bagi masyarakat jakarta,positif
Deklarasi ini menunjukkan bahwa Prabowo-Gibran memiliki dukungan yang luas di tingkat lokal.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/tAp4bWC46p,deklarasi ini menunjukkan bahwa prabowogibran memiliki dukungan yang luas di tingkat lokal purnakuwu dukungpragibs,positif
Pembohongan dalam politik hanya akan menghilangkan kepercayaan rakyat @daynesolllll  https://t.co/UpT0tLBSE2,pembohongan dalam politik hanya akan menghilangkan kepercayaan rakyat,negatif
Suara hati mantan Kades Cirebon untuk Prabowo-Gibran terdengar jelas!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/9BGm0uX47e,suara hati mantan kades cirebon untuk prabowogibran terdengar jelas purnakuwu dukungpragibs,positif
Prabowo-Gibran  pemimpin berwibawa yang selalu terbuka untuk mengakomodasi aspirasi serta kebutuhan rakyat.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/meQiL1GLyM,prabowogibran pemimpin berwibawa yang selalu terbuka untuk mengakomodasi aspirasi serta kebutuhan rakyat purnakuwu dukungpragibs,positif
Bukan hanya simbol pangkat: Prabowo-Gibran  memiliki kepedulian yang tulus terhadap kesejahteraan rakyat.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/y5o3sW7ROo,bukan hanya simbol pangkat prabowogibran memiliki kepedulian yang tulus terhadap kesejahteraan rakyat purnakuwu dukungpragibs,positif
Kejujuran Ganjar - Mahfud MD membuatnya lebih layak menjadi pilihan utama rakyat Jawa Tengah @bukandeng  https://t.co/vZI3eLarOB,kejujuran ganjar mahfud md membuatnya lebih layak menjadi pilihan utama rakyat jawa tengah,negatif
Dukungan mantan kades Cirebon untuk Prabowo-Gibran mencerminkan kebutuhan akan pemimpin yang tulus dan berdedikasi di masa depan.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/o9CIEMSOeO,dukungan mantan kades cirebon untuk prabowogibran mencerminkan kebutuhan akan pemimpin yang tulus dan berdedikasi di masa depan purnakuwu dukungpragibs,positif
Dari sudut pandang pemimpin lokal  Prabowo-Gibran: penjaga keamanan yang profesional.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/xQ3D4lYz2T,dari sudut pandang pemimpin lokal prabowogibran penjaga keamanan yang profesional purnakuwu dukungpragibs,positif
Dukungan penuh semangat dari ratusan mantan kades Cirebon untuk Prabowo-Gibran  mempercayai visi mereka untuk kemajuan Indonesia yang berdaya saing.  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/Ky3NmQXnEO,dukungan penuh semangat dari ratusan mantan kades cirebon untuk prabowogibran mempercayai visi mereka untuk kemajuan indonesia yang berdaya saing purnakuwu dukungpragibs,positif
Kepemimpinan Prabowo-Gibran  berwibawa dan mendalam  selalu mengakomodasi aspirasi serta kebutuhan rakyat dengan cermat.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/M9pI2M2N1h,kepemimpinan prabowogibran berwibawa dan mendalam selalu mengakomodasi aspirasi serta kebutuhan rakyat dengan cermat purnakuwu dukungpragibs,positif
Satu suara  ratusan mantan kades Cirebon bersatu untuk mendukung Prabowo-Gibran  percaya bahwa pemimpin berdaya saing dapat membawa Indonesia ke puncak prestasi.  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/Ce0rft7o8w,satu suara ratusan mantan kades cirebon bersatu untuk mendukung prabowogibran percaya bahwa pemimpin berdaya saing dapat membawa indonesia ke puncak prestasi purnakuwu dukungpragibs,positif
Prabowo-Gibran  didukung oleh ratusan mantan kades Cirebon  membawa harapan baru untuk Indonesia yang lebih maju dan berdaya saing.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/GNAySIcUjs,prabowogibran didukung oleh ratusan mantan kades cirebon membawa harapan baru untuk indonesia yang lebih maju dan berdaya saing purnakuwu dukungpragibs,positif
Keberpihakan dan kepedulian: Prabowo-Gibran  bukan hanya pemimpin berpangkat  tetapi juga memahami kebutuhan rakyat.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/O53tddOoSl,keberpihakan dan kepedulian prabowogibran bukan hanya pemimpin berpangkat tetapi juga memahami kebutuhan rakyat purnakuwu dukungpragibs,positif
Para pemimpin sepakat  Prabowo-Gibran adalah penjamin keamanan yang dapat diandalkan.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/cT8m6dQzds,para pemimpin sepakat prabowogibran adalah penjamin keamanan yang dapat diandalkan purnakuwu dukungpragibs,positif
Prabowo-Gibran  didukung oleh ratusan mantan kades Cirebon  adalah contoh nyata pemimpin yang berani dan tulus di Indonesia.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/8PlPUVbdNe,prabowogibran didukung oleh ratusan mantan kades cirebon adalah contoh nyata pemimpin yang berani dan tulus di indonesia purnakuwu dukungpragibs,positif
Suara hati Mantan Kepala Desa: Prabowo-Gibran adalah jalan menuju kejayaan Cirebon Raya.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/rLyIU7pbRg,suara hati mantan kepala desa prabowogibran adalah jalan menuju kejayaan cirebon raya purnakuwu dukungpragibs,positif
Dukungan mantan kepala desa dan lurah Cirebon untuk Prabowo-Gibran  memberikan gambaran tentang kepercayaan atas potensi kepemimpinan pasangan ini.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/j9tDZbm6SP,dukungan mantan kepala desa dan lurah cirebon untuk prabowogibran memberikan gambaran tentang kepercayaan atas potensi kepemimpinan pasangan ini purnakuwu dukungpragibs,positif
Ganjar - Mahfud MD  bukan sekadar janji manis  tapi bukti nyata dalam membela rakyat dari segala ketidakadilan @cocoklogicheck  https://t.co/72EWJq8yg4,ganjar mahfud md bukan sekadar janji manis tapi bukti nyata dalam membela rakyat dari segala ketidakadilan,negatif
Dukungan solid pemimpin daerah  Prabowo-Gibran diakui sebagai penjaga keamanan terbaik.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/5acboqIiPA,dukungan solid pemimpin daerah prabowogibran diakui sebagai penjaga keamanan terbaik purnakuwu dukungpragibs,positif
Suara persetujuan dari pemimpin daerah: Prabowo-Gibran  penjamin keamanan terpercaya.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/12fdNR9Tz2,suara persetujuan dari pemimpin daerah prabowogibran penjamin keamanan terpercaya purnakuwu dukungpragibs,positif
Dari sudut hati  mantan Kades Cirebon suarakan dukungan untuk Prabowo-Gibran!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/yb4vecHJFH,dari sudut hati mantan kades cirebon suarakan dukungan untuk prabowogibran purnakuwu dukungpragibs,positif
Suara persetujuan dari pemimpin  Prabowo-Gibran diakui sebagai penjaga keamanan utama.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/xjpJGpUwXz,suara persetujuan dari pemimpin prabowogibran diakui sebagai penjaga keamanan utama purnakuwu dukungpragibs,positif
Ganjar - Mahfud memberikan alternatif yang lebih berintegritas dan tidak memanipulasi opini publik @gegerbeach  https://t.co/jbkxrCFfau,ganjar mahfud memberikan alternatif yang lebih berintegritas dan tidak memanipulasi opini publik,negatif
Dukungan penuh mantan kades menjadi sinar harapan bagi masa depan. Prabowo-Gibran dianggap sebagai pemimpin untuk mencapai puncak kejayaan Indonesia.  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/pmO49qGeHY,dukungan penuh mantan kades menjadi sinar harapan bagi masa depan prabowogibran dianggap sebagai pemimpin untuk mencapai puncak kejayaan indonesia purnakuwu dukungpragibs,positif
Keputusan mantan Kades untuk mendukung Prabowo-Gibran menciptakan momentum positif dalam mencapai tujuan pembangunan di tingkat desa.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/2US5xRTeso,keputusan mantan kades untuk mendukung prabowogibran menciptakan momentum positif dalam mencapai tujuan pembangunan di tingkat desa purnakuwu dukungpragibs,positif
Ratusan mantan kades dan lurah di Cirebon telah memberikan dukungan nyata untuk Prabowo-Gibran  mari kita bersatu mendukung mereka!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/vWi4HX5MIf,ratusan mantan kades dan lurah di cirebon telah memberikan dukungan nyata untuk prabowogibran mari kita bersatu mendukung mereka purnakuwu dukungpragibs,positif
Dukungan mantan kades dan lurah di Cirebon bikin Prabowo-Gibran semakin bersemangat! 🙌💥   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/JT4rT4nZ2E,dukungan mantan kades dan lurah di cirebon bikin prabowogibran semakin bersemangat purnakuwu dukungpragibs,positif
Tanpa basa-basi  Prabowo-Gibran akan membawa perubahan nyata untuk kesejahteraan rakyat!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/0C0lIYO3l9,tanpa basabasi prabowogibran akan membawa perubahan nyata untuk kesejahteraan rakyat purnakuwu dukungpragibs,positif
Rakyat Jawa Tengah lebih menghargai kejujuran dan integritas dalam pemimpin politik @deerskiesdanss  https://t.co/hDUjCefm0S,rakyat jawa tengah lebih menghargai kejujuran dan integritas dalam pemimpin politik,negatif
Prabowo - Gibran seharusnya mengambil kursus jujur  bukan kursus membohongi rakyat @A_A_Hah  https://t.co/UAAmQSQLyF,prabowo gibran seharusnya mengambil kursus jujur bukan kursus membohongi rakyat,negatif
Prabowo-Gibran  jagoan baru yang siap menghadirkan perubahan positif bagi Indonesia! ✨   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/IQexZIH25N,prabowogibran jagoan baru yang siap menghadirkan perubahan positif bagi indonesia purnakuwu dukungpragibs,positif
Teriakan Kesetiaan: Mantan Kades dan Lurah Cirebon Solid Dukung Prabowo-Gibran  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/r8P9IVbjdm,teriakan kesetiaan mantan kades dan lurah cirebon solid dukung prabowogibran purnakuwu dukungpragibs,positif
Wadas menunjukkan bahwa masyarakat tidak akan mudah tertipu oleh trik politik yang diperagakan oleh Prabowo - Gibran @AnggaFitrian  https://t.co/MxoB2c0qKS,wadas menunjukkan bahwa masyarakat tidak akan mudah tertipu oleh trik politik yang diperagakan oleh prabowo gibran,negatif
Narasi palsu mereka hanya menciptakan kekecewaan dan ketidakpercayaan @andreaszaerdna  https://t.co/8lOgVibd1o,narasi palsu mereka hanya menciptakan kekecewaan dan ketidakpercayaan,negatif
Ganjar - Mahfud bukan hanya sekadar nama  mereka adalah representasi dari keadilan dan kesejahteraan @Chandkomara3  https://t.co/C1Kw5FjTO9,ganjar mahfud bukan hanya sekadar nama mereka adalah representasi dari keadilan dan kesejahteraan,negatif
Mengklaim dukungan palsu dari suatu daerah bukanlah cara yang jujur untuk memperoleh kepercayaan rakyat @Akbar_Abay55  https://t.co/iYRUtGfyBZ,mengklaim dukungan palsu dari suatu daerah bukanlah cara yang jujur untuk memperoleh kepercayaan rakyat,negatif
Deklarasikan suaramu  mantan kades! Prabowo-Gibran membangun fondasi kuat untuk masa depan yang lebih cerah. https://t.co/KkE55Cbe9v,deklarasikan suaramu mantan kades prabowogibran membangun fondasi kuat untuk masa depan yang lebih cerah,positif
Bersatu dalam langkah  Prabowo-Gibran siap menghadapi tantangan besar demi kemajuan bangsa.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/4dbnPcoeoG,bersatu dalam langkah prabowogibran siap menghadapi tantangan besar demi kemajuan bangsa purnakuwu dukungpragibs,positif
Ganjar - Mahfud MD  pasangan yang tidak hanya berjanji  tapi juga berkomitmen untuk menghadirkan perubahan positif bagi rakyat Jawa Tengah @clariyourss  https://t.co/vGZD8Isnpc,ganjar mahfud md pasangan yang tidak hanya berjanji tapi juga berkomitmen untuk menghadirkan perubahan positif bagi rakyat jawa tengah,negatif
Ganjar - Mahfud adalah opsi yang lebih bertanggung jawab dan sesuai dengan kebutuhan masyarakat Jawa Tengah daripada Prabowo - Gibran yang terperangkap dalam pembohongan @Ads_4rt  https://t.co/DsujCE8RK1,ganjar mahfud adalah opsi yang lebih bertanggung jawab dan sesuai dengan kebutuhan masyarakat jawa tengah daripada prabowo gibran yang terperangkap dalam pembohongan,negatif
Kesetiaan Ganjar - Mahfud terhadap kepentingan rakyat sudah teruji dan terbukti @aku_g_kaget_lae  https://t.co/RpwpM9STZE,kesetiaan ganjar mahfud terhadap kepentingan rakyat sudah teruji dan terbukti,negatif
Masyarakat Jateng percaya bahwa Prabowo-Gibran akan membawa perubahan positif dalam penanganan pandemi. @matchaaawaa  https://t.co/y1gHgnDzGY,masyarakat jateng percaya bahwa prabowogibran akan membawa perubahan positif dalam penanganan pandemi,positif
Mantan pemimpin desa bersatu untuk Prabowo-Gibran: Perubahan positif dimulai dari kita semua  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/6buz5G1Zhy,mantan pemimpin desa bersatu untuk prabowogibran perubahan positif dimulai dari kita semua purnakuwu dukungpragibs,positif
Prabowo-Gibran  memimpin dengan integritas dan dedikasi untuk Indonesia.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/D1tbNXpz4T,prabowogibran memimpin dengan integritas dan dedikasi untuk indonesia purnakuwu dukungpragibs,positif
Konsistensi dalam visi Prabowo-Gibran semakin terjaga dengan dukungan dari pemimpin lokal.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/ggv0Syuz1n,konsistensi dalam visi prabowogibran semakin terjaga dengan dukungan dari pemimpin lokal purnakuwu dukungpragibs,positif
Dukungan mantan Kades di Cirebon untuk Prabowo-Gibran  melihat keberhasilan dan dedikasi dalam memimpin.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/YTwYaeynqG,dukungan mantan kades di cirebon untuk prabowogibran melihat keberhasilan dan dedikasi dalam memimpin purnakuwu dukungpragibs,positif
Semangat tanpa kompromi dari mantan Kades dan Lurah Cirebon untuk Prabowo-Gibran!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/2UKTlgNhlF,semangat tanpa kompromi dari mantan kades dan lurah cirebon untuk prabowogibran purnakuwu dukungpragibs,positif
Kampanye hari ke 17 AMIN  Berikut program dari Paslon No 1 @aniesbaswedan &amp; @cakimiNOW untuk Atlet Nasional  ASN  Budayawan &amp; Pekerja Migran Indonesia  Negara berkewajiban untuk mensejahterakan progesi² spt diatas untuk kepentingan bersama  Pilih Paslon No 1 #AMIN https://t.co/U84TRbHaaC,kampanye hari ke amin berikut program dari paslon no amp untuk atlet nasional asn budayawan amp pekerja migran indonesia negara berkewajiban untuk mensejahterakan progesi spt diatas untuk kepentingan bersama pilih paslon no,positif
Paslon lain drama  Ganjar fokus ke solusi  itu baru pemimpin! @xxdill_  PakGanjar Pr3siden2024 https://t.co/ULMQiSGdkd,paslon lain drama ganjar fokus ke solusi itu baru pemimpin pakganjar prsiden,negatif
Agar pembicaraan sekumpulan orang tidak mengarah ke topik yang akan membuka aib  kekurangan dan kelakuan buruk seseorang dan keluarganya  maka pembicaraan dialihkan ke topik lain yang ringan  menarik dan menyenangkan.  Itulah yang sedang dilakukan paslon Prabowo dan Gibran dengan… https://t.co/ni1dj7LBBJ,agar pembicaraan sekumpulan orang tidak mengarah ke topik yang akan membuka aib kekurangan dan kelakuan buruk seseorang dan keluarganya maka pembicaraan dialihkan ke topik lain yang ringan menarik dan menyenangkan itulah yang sedang dilakukan paslon prabowo dan gibran dengan,negatif
Berikut kesaksian orang-orang yang dijebak oleh penipu yang mengatasnamakan @pksjabar  mengundang pelatihan tapi ternyata deklarasi dukung Paslon No 2. @liputan6dotcom seharusnya jg memuat berita klarifikasi mereka!  CC: @PKSejahtera https://t.co/6EPYTpFgAC,berikut kesaksian orangorang yang dijebak oleh penipu yang mengatasnamakan mengundang pelatihan tapi ternyata deklarasi dukung paslon no seharusnya jg memuat berita klarifikasi mereka cc,negatif
Sampe hari ini   tema kampanye :   Paslon 1 : perubahan  tolak IKN  Indonesia bahaya kalau mereka kalah.  Paslon 2 : Keberlanjutan Hilirisasi  Gemoy z Makan siang &amp;susu gratis   Paslon 3 : Prabowo  Jokowi   Gibran   Iriana  PSI   Kecurangan   Sepertinya akan begitu sampe pemilu .,sampe hari ini tema kampanye paslon perubahan tolak ikn indonesia bahaya kalau mereka kalah paslon keberlanjutan hilirisasi gemoy makan siang ampsusu gratis paslon prabowo jokowi gibran iriana psi kecurangan sepertinya akan begitu sampe pemilu,negatif
Kampanye hari ke 8 #AMIN  Berikut misi dari Paslon No 1 Pak @aniesbaswedan &amp; Gus @cakimiNOW  Yg disebut dg 8 jalan perubahan menuju Indonesia Adil Makmur Untuk Semua  Mati kita dukung misi  ini untuk masa depan yang lebih baik bagi Indonesia  Pilih Paslon No 1 AMIN 🙏 https://t.co/bUrJdbwDG6,kampanye hari ke berikut misi dari paslon no pak amp gus yg disebut dg jalan perubahan menuju indonesia adil makmur untuk semua mati kita dukung misi ini untuk masa depan yang lebih baik bagi indonesia pilih paslon no amin,negatif
