full_text,text_clean,token,stop,stemmed,polarity_score,polarity
Di forum debat  prediksi saya:  Prabowo akan dihabisi Anies dan Ganjar.   Gibran akan dihabisi Muhaimin dan Mahfud.  Prabowo-Gibran kalau bicara dan tampil di muka publik nggak bisa bagus. Malah sering blunder.  Menghadapi para aktivis lulusan UGM dengan pengalaman yang tak perlu…,di forum debat prediksi saya prabowo akan dihabisi anies dan ganjar gibran akan dihabisi muhaimin dan mahfud prabowogibran kalau bicara dan tampil di muka publik nggak bisa bagus malah sering blunder menghadapi para aktivis lulusan ugm dengan pengalaman yang tak perlu,"['di', 'forum', 'debat', 'prediksi', 'saya', 'prabowo', 'akan', 'dihabisi', 'anies', 'dan', 'ganjar', 'gibran', 'akan', 'dihabisi', 'muhaimin', 'dan', 'mahfud', 'prabowogibran', 'kalau', 'bicara', 'dan', 'tampil', 'di', 'muka', 'publik', 'nggak', 'bisa', 'bagus', 'malah', 'sering', 'blunder', 'menghadapi', 'para', 'aktivis', 'lulusan', 'ugm', 'dengan', 'pengalaman', 'yang', 'tak', 'perlu']","['forum', 'debat', 'prediksi', 'prabowo', 'dihabisi', 'anies', 'ganjar', 'gibran', 'dihabisi', 'muhaimin', 'mahfud', 'prabowogibran', 'kalau', 'bicara', 'tampil', 'muka', 'publik', 'bagus', 'malah', 'sering', 'blunder', 'menghadapi', 'aktivis', 'lulusan', 'ugm', 'pengalaman', 'tak', 'perlu']","['forum', 'debat', 'prediksi', 'prabowo', 'habis', 'anies', 'ganjar', 'gibran', 'habis', 'muhaimin', 'mahfud', 'prabowogibran', 'kalau', 'bicara', 'tampil', 'muka', 'publik', 'bagus', 'malah', 'sering', 'blunder', 'hadap', 'aktivis', 'lulus', 'ugm', 'alam', 'tak', 'perlu']",12,positive
Ganjar dan Anies itu aktivis UGM yang suka diskusi dan banyak menjelaskan. Waktu yang diberikan di debat pasti dianggap kurang. Makanya waktu setelah debat  keduanya masih menyediakan waktu untuk bicara panjang lebar kepada pers.  Sedangkan Prabowo (dan Gibran nanti) setelah…,ganjar dan anies itu aktivis ugm yang suka diskusi dan banyak menjelaskan waktu yang diberikan di debat pasti dianggap kurang makanya waktu setelah debat keduanya masih menyediakan waktu untuk bicara panjang lebar kepada pers sedangkan prabowo dan gibran nanti setelah,"['ganjar', 'dan', 'anies', 'itu', 'aktivis', 'ugm', 'yang', 'suka', 'diskusi', 'dan', 'banyak', 'menjelaskan', 'waktu', 'yang', 'diberikan', 'di', 'debat', 'pasti', 'dianggap', 'kurang', 'makanya', 'waktu', 'setelah', 'debat', 'keduanya', 'masih', 'menyediakan', 'waktu', 'untuk', 'bicara', 'panjang', 'lebar', 'kepada', 'pers', 'sedangkan', 'prabowo', 'dan', 'gibran', 'nanti', 'setelah']","['ganjar', 'anies', 'aktivis', 'ugm', 'suka', 'diskusi', 'banyak', 'menjelaskan', 'waktu', 'diberikan', 'debat', 'dianggap', 'kurang', 'makanya', 'waktu', 'debat', 'keduanya', 'menyediakan', 'waktu', 'bicara', 'panjang', 'lebar', 'pers', 'prabowo', 'gibran']","['ganjar', 'anies', 'aktivis', 'ugm', 'suka', 'diskusi', 'banyak', 'jelas', 'waktu', 'beri', 'debat', 'anggap', 'kurang', 'makanya', 'waktu', 'debat', 'dua', 'sedia', 'waktu', 'bicara', 'panjang', 'lebar', 'pers', 'prabowo', 'gibran']",7,positive
@AnggaPutraF Mengundang beliau &amp; menaruh di bangku terdepan adalah sebuah statement. Seorang ayah dari demonstran yg meninggal saat membela capres Prabowo di gugatan MK pada Pilpres thn 2019  5 tahun kemudian duduk di barisan Capres lain,mengundang beliau amp menaruh di bangku terdepan adalah sebuah statement seorang ayah dari demonstran yg meninggal saat membela capres prabowo di gugatan mk pada pilpres thn tahun kemudian duduk di barisan capres lain,"['mengundang', 'beliau', 'amp', 'menaruh', 'di', 'bangku', 'terdepan', 'adalah', 'sebuah', 'statement', 'seorang', 'ayah', 'dari', 'demonstran', 'yg', 'meninggal', 'saat', 'membela', 'capres', 'prabowo', 'di', 'gugatan', 'mk', 'pada', 'pilpres', 'thn', 'tahun', 'kemudian', 'duduk', 'di', 'barisan', 'capres', 'lain']","['mengundang', 'beliau', 'amp', 'menaruh', 'bangku', 'terdepan', 'sebuah', 'statement', 'seorang', 'ayah', 'demonstran', 'yg', 'meninggal', 'membela', 'capres', 'prabowo', 'gugatan', 'mk', 'pilpres', 'thn', 'tahun', 'kemudian', 'duduk', 'barisan', 'capres']","['undang', 'beliau', 'amp', 'taruh', 'bangku', 'depan', 'buah', 'statement', 'orang', 'ayah', 'demonstran', 'yg', 'tinggal', 'bela', 'capres', 'prabowo', 'gugat', 'mk', 'pilpres', 'thn', 'tahun', 'kemudian', 'duduk', 'baris', 'capres']",3,positive
@ilhamram_dani Kades-kades Cirebon punya selera  pilihannya jelas: Prabowo-Gibran  #Parlemen404  PurnaKuwu DukungPragibs,kadeskades cirebon punya selera pilihannya jelas prabowogibran purnakuwu dukungpragibs,"['kadeskades', 'cirebon', 'punya', 'selera', 'pilihannya', 'jelas', 'prabowogibran', 'purnakuwu', 'dukungpragibs']","['kadeskades', 'cirebon', 'punya', 'selera', 'pilihannya', 'jelas', 'prabowogibran', 'purnakuwu', 'dukungpragibs']","['kadeskades', 'cirebon', 'punya', 'selera', 'pilih', 'jelas', 'prabowogibran', 'purnakuwu', 'dukungpragibs']",2,positive
@NoviBudi78 @aniesbaswedan @ganjarpranowo @prabowo https://t.co/K7gUfk7jIh,,[],[],[],0,positive
Nah loh ketauan deh Kepada publik  ketika tim Bocor Alus Tempo menemukan fakta di balik banyaknya gimmick yang dilakukan paslon 02. Alasannya adalah untuk menambal rekam jejak buruk Prabowo Subianto  agar rakyat tidak terpaku pada masa kelam menantu Soeharto itu. https://t.co/eIZClx8d5R,nah loh ketauan deh kepada publik ketika tim bocor alus tempo menemukan fakta di balik banyaknya gimmick yang dilakukan paslon alasannya adalah untuk menambal rekam jejak buruk prabowo subianto agar rakyat tidak terpaku pada masa kelam menantu soeharto itu,"['nah', 'loh', 'ketauan', 'deh', 'kepada', 'publik', 'ketika', 'tim', 'bocor', 'alus', 'tempo', 'menemukan', 'fakta', 'di', 'balik', 'banyaknya', 'gimmick', 'yang', 'dilakukan', 'paslon', 'alasannya', 'adalah', 'untuk', 'menambal', 'rekam', 'jejak', 'buruk', 'prabowo', 'subianto', 'agar', 'rakyat', 'tidak', 'terpaku', 'pada', 'masa', 'kelam', 'menantu', 'soeharto', 'itu']","['nah', 'loh', 'ketauan', 'deh', 'publik', 'tim', 'bocor', 'alus', 'tempo', 'menemukan', 'fakta', 'balik', 'banyaknya', 'gimmick', 'dilakukan', 'paslon', 'alasannya', 'menambal', 'rekam', 'jejak', 'buruk', 'prabowo', 'subianto', 'rakyat', 'terpaku', 'masa', 'kelam', 'menantu', 'soeharto']","['nah', 'loh', 'tau', 'deh', 'publik', 'tim', 'bocor', 'alus', 'tempo', 'temu', 'fakta', 'balik', 'banyak', 'gimmick', 'laku', 'paslon', 'alas', 'tambal', 'rekam', 'jejak', 'buruk', 'prabowo', 'subianto', 'rakyat', 'terpa', 'masa', 'kelam', 'menantu', 'soeharto']",-33,negative
@kikysaputrii Pak prabowo lebih obyektif ketika menjawab masalah  kalau Anies terlalu enteng ngasih solusi  Teori sama praktek jelas beda.,pak prabowo lebih obyektif ketika menjawab masalah kalau anies terlalu enteng ngasih solusi teori sama praktek jelas beda,"['pak', 'prabowo', 'lebih', 'obyektif', 'ketika', 'menjawab', 'masalah', 'kalau', 'anies', 'terlalu', 'enteng', 'ngasih', 'solusi', 'teori', 'sama', 'praktek', 'jelas', 'beda']","['pak', 'prabowo', 'lebih', 'obyektif', 'menjawab', 'masalah', 'kalau', 'anies', 'terlalu', 'enteng', 'ngasih', 'solusi', 'teori', 'sama', 'praktek', 'jelas', 'beda']","['pak', 'prabowo', 'lebih', 'obyektif', 'jawab', 'masalah', 'kalau', 'anies', 'terlalu', 'enteng', 'ngasih', 'solusi', 'teori', 'sama', 'praktek', 'jelas', 'beda']",-4,negative
@UyokBack Kenyataannya  Prabowo jelas kelihatan emosi dan tidak mampu menguasai diri.. berkali-kali jawabannya hanya menyerang pribadi calon lain. Nampak sekali Prabowo bukan bersikap sebagai dirinya sendiri  tapi memikul beban dari Tuannya yaitu bapaknya Gibroy.. https://t.co/sTR5161BTe,kenyataannya prabowo jelas kelihatan emosi dan tidak mampu menguasai diri berkalikali jawabannya hanya menyerang pribadi calon lain nampak sekali prabowo bukan bersikap sebagai dirinya sendiri tapi memikul beban dari tuannya yaitu bapaknya gibroy,"['kenyataannya', 'prabowo', 'jelas', 'kelihatan', 'emosi', 'dan', 'tidak', 'mampu', 'menguasai', 'diri', 'berkalikali', 'jawabannya', 'hanya', 'menyerang', 'pribadi', 'calon', 'lain', 'nampak', 'sekali', 'prabowo', 'bukan', 'bersikap', 'sebagai', 'dirinya', 'sendiri', 'tapi', 'memikul', 'beban', 'dari', 'tuannya', 'yaitu', 'bapaknya', 'gibroy']","['kenyataannya', 'prabowo', 'jelas', 'kelihatan', 'emosi', 'mampu', 'menguasai', 'diri', 'berkalikali', 'jawabannya', 'menyerang', 'pribadi', 'calon', 'nampak', 'sekali', 'prabowo', 'bukan', 'bersikap', 'dirinya', 'sendiri', 'memikul', 'beban', 'tuannya', 'bapaknya', 'gibroy']","['nyata', 'prabowo', 'jelas', 'lihat', 'emosi', 'mampu', 'kuasa', 'diri', 'berkalikali', 'jawab', 'serang', 'pribadi', 'calon', 'nampak', 'sekali', 'prabowo', 'bukan', 'sikap', 'diri', 'sendiri', 'pikul', 'beban', 'tuan', 'bapak', 'gibroy']",-17,negative
Sampe hari ini   tema kampanye :   Paslon 1 : perubahan  tolak IKN  Indonesia bahaya kalau mereka kalah.  Paslon 2 : Keberlanjutan Hilirisasi  Gemoy z Makan siang &amp;susu gratis   Paslon 3 : Prabowo  Jokowi   Gibran   Iriana  PSI   Kecurangan   Sepertinya akan begitu sampe pemilu .,sampe hari ini tema kampanye paslon perubahan tolak ikn indonesia bahaya kalau mereka kalah paslon keberlanjutan hilirisasi gemoy makan siang ampsusu gratis paslon prabowo jokowi gibran iriana psi kecurangan sepertinya akan begitu sampe pemilu,"['sampe', 'hari', 'ini', 'tema', 'kampanye', 'paslon', 'perubahan', 'tolak', 'ikn', 'indonesia', 'bahaya', 'kalau', 'mereka', 'kalah', 'paslon', 'keberlanjutan', 'hilirisasi', 'gemoy', 'makan', 'siang', 'ampsusu', 'gratis', 'paslon', 'prabowo', 'jokowi', 'gibran', 'iriana', 'psi', 'kecurangan', 'sepertinya', 'akan', 'begitu', 'sampe', 'pemilu']","['sampe', 'hari', 'tema', 'kampanye', 'paslon', 'perubahan', 'tolak', 'ikn', 'indonesia', 'bahaya', 'kalau', 'kalah', 'paslon', 'keberlanjutan', 'hilirisasi', 'gemoy', 'makan', 'siang', 'ampsusu', 'gratis', 'paslon', 'prabowo', 'jokowi', 'gibran', 'iriana', 'psi', 'kecurangan', 'sepertinya', 'sampe', 'pemilu']","['sampe', 'hari', 'tema', 'kampanye', 'paslon', 'ubah', 'tolak', 'ikn', 'indonesia', 'bahaya', 'kalau', 'kalah', 'paslon', 'lanjut', 'hilir', 'gemoy', 'makan', 'siang', 'ampsusu', 'gratis', 'paslon', 'prabowo', 'jokowi', 'gibran', 'iriana', 'psi', 'curang', 'seperti', 'sampe', 'milu']",-12,negative
Momen Ikonik di Debat Capres: Ketika Prabowo Menolak 'Nakal' dan Anies Tampil Santai  https://t.co/dqYDTnPIIp Pengamat Oposisi Jahat Cadaver Wakanda No More,momen ikonik di debat capres ketika prabowo menolak nakal dan anies tampil santai pengamat oposisi jahat cadaver wakanda no more,"['momen', 'ikonik', 'di', 'debat', 'capres', 'ketika', 'prabowo', 'menolak', 'nakal', 'dan', 'anies', 'tampil', 'santai', 'pengamat', 'oposisi', 'jahat', 'cadaver', 'wakanda', 'no', 'more']","['momen', 'ikonik', 'debat', 'capres', 'prabowo', 'menolak', 'nakal', 'anies', 'tampil', 'santai', 'pengamat', 'oposisi', 'jahat', 'cadaver', 'wakanda', 'no', 'more']","['momen', 'ikonik', 'debat', 'capres', 'prabowo', 'tolak', 'nakal', 'anies', 'tampil', 'santai', 'amat', 'oposisi', 'jahat', 'cadaver', 'wakanda', 'no', 'more']",-9,negative
Mas Anies.. Mas Anies..  Prabowo: Kalau Jokowi Diktator  Anda Tidak Mungkin Jadi Gubernur https://t.co/dR0rakdc5u,mas anies mas anies prabowo kalau jokowi diktator anda tidak mungkin jadi gubernur,"['mas', 'anies', 'mas', 'anies', 'prabowo', 'kalau', 'jokowi', 'diktator', 'anda', 'tidak', 'mungkin', 'jadi', 'gubernur']","['mas', 'anies', 'mas', 'anies', 'prabowo', 'kalau', 'jokowi', 'diktator', 'mungkin', 'jadi', 'gubernur']","['mas', 'anies', 'mas', 'anies', 'prabowo', 'kalau', 'jokowi', 'diktator', 'mungkin', 'jadi', 'gubernur']",-3,negative
@NoviBudi78 @aniesbaswedan @ganjarpranowo @prabowo Pertanyaan yg sama utk loe.... 🤣🤣😂😂 https://t.co/rz58zrFZH3,pertanyaan yg sama utk loe,"['pertanyaan', 'yg', 'sama', 'utk', 'loe']","['pertanyaan', 'yg', 'sama', 'utk', 'loe']","['tanya', 'yg', 'sama', 'utk', 'loe']",3,positive
Sumpah Prabowo gak nyambung banget serangannya,sumpah prabowo gak nyambung banget serangannya,"['sumpah', 'prabowo', 'gak', 'nyambung', 'banget', 'serangannya']","['sumpah', 'prabowo', 'gak', 'nyambung', 'banget', 'serangannya']","['sumpah', 'prabowo', 'gak', 'nyambung', 'banget', 'serang']",-3,negative
Dalam hal sentimen  negatif  Prabowo memuncaki daftar dengan 41%  diikuti Anies dengan 27%   dan Ganjar dengan 23%. Hal ini menunjukkan bahwa walaupun Prabowo banyak  dibicarakan  namun sebagian besar dalam konteks negatif.  https://t.co/0ZJGdQdXzN,dalam hal sentimen negatif prabowo memuncaki daftar dengan diikuti anies dengan dan ganjar dengan hal ini menunjukkan bahwa walaupun prabowo banyak dibicarakan namun sebagian besar dalam konteks negatif,"['dalam', 'hal', 'sentimen', 'negatif', 'prabowo', 'memuncaki', 'daftar', 'dengan', 'diikuti', 'anies', 'dengan', 'dan', 'ganjar', 'dengan', 'hal', 'ini', 'menunjukkan', 'bahwa', 'walaupun', 'prabowo', 'banyak', 'dibicarakan', 'namun', 'sebagian', 'besar', 'dalam', 'konteks', 'negatif']","['sentimen', 'negatif', 'prabowo', 'memuncaki', 'daftar', 'diikuti', 'anies', 'ganjar', 'menunjukkan', 'walaupun', 'prabowo', 'banyak', 'dibicarakan', 'sebagian', 'besar', 'konteks', 'negatif']","['sentimen', 'negatif', 'prabowo', 'puncak', 'daftar', 'ikut', 'anies', 'ganjar', 'tunjuk', 'walaupun', 'prabowo', 'banyak', 'bicara', 'bagi', 'besar', 'konteks', 'negatif']",-9,negative
prabowo throws t-shirts like jett ults 😭😭😭,prabowo throws tshirts like jett ults,"['prabowo', 'throws', 'tshirts', 'like', 'jett', 'ults']","['prabowo', 'throws', 'tshirts', 'like', 'jett', 'ults']","['prabowo', 'throws', 'tshirts', 'like', 'jett', 'ults']",0,positive
Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) mendampingi calon Presiden Prabowo Subianto pada Sabtu  9/12/2023  di Pasar Raya  Padang  Sumatra Barat.  #Demokrats14P #demokratbersamarakyat #prabowopresiden2024 https://t.co/Mm5oX88DJE,ketua umum partai demokrat agus harimurti yudhoyono ahy mendampingi calon presiden prabowo subianto pada sabtu di pasar raya padang sumatra barat,"['ketua', 'umum', 'partai', 'demokrat', 'agus', 'harimurti', 'yudhoyono', 'ahy', 'mendampingi', 'calon', 'presiden', 'prabowo', 'subianto', 'pada', 'sabtu', 'di', 'pasar', 'raya', 'padang', 'sumatra', 'barat']","['ketua', 'umum', 'partai', 'demokrat', 'agus', 'harimurti', 'yudhoyono', 'ahy', 'mendampingi', 'calon', 'presiden', 'prabowo', 'subianto', 'sabtu', 'pasar', 'raya', 'padang', 'sumatra', 'barat']","['ketua', 'umum', 'partai', 'demokrat', 'agus', 'harimurti', 'yudhoyono', 'ahy', 'damping', 'calon', 'presiden', 'prabowo', 'subianto', 'sabtu', 'pasar', 'raya', 'padang', 'sumatra', 'barat']",5,positive
Barusan dialog dg pembeli air isi ulang. Dia yg mulai dulu dg menyebut Prabowo-Gibran.  A : aku tanya sampeyan mendukung mereka? P : Tdk pak  wakilnya tdk jelas dan pak Prabowo terlalu ambisius. A : trs sampeyan dukung siang? P : AMIN pak. A : Alhamdulillahi Robbil Aalamiin,barusan dialog dg pembeli air isi ulang dia yg mulai dulu dg menyebut prabowogibran aku tanya sampeyan mendukung mereka tdk pak wakilnya tdk jelas dan pak prabowo terlalu ambisius trs sampeyan dukung siang amin pak alhamdulillahi robbil aalamiin,"['barusan', 'dialog', 'dg', 'pembeli', 'air', 'isi', 'ulang', 'dia', 'yg', 'mulai', 'dulu', 'dg', 'menyebut', 'prabowogibran', 'aku', 'tanya', 'sampeyan', 'mendukung', 'mereka', 'tdk', 'pak', 'wakilnya', 'tdk', 'jelas', 'dan', 'pak', 'prabowo', 'terlalu', 'ambisius', 'trs', 'sampeyan', 'dukung', 'siang', 'amin', 'pak', 'alhamdulillahi', 'robbil', 'aalamiin']","['barusan', 'dialog', 'dg', 'pembeli', 'air', 'isi', 'ulang', 'yg', 'mulai', 'dulu', 'dg', 'menyebut', 'prabowogibran', 'aku', 'tanya', 'sampeyan', 'mendukung', 'tdk', 'pak', 'wakilnya', 'tdk', 'jelas', 'pak', 'prabowo', 'terlalu', 'ambisius', 'trs', 'sampeyan', 'dukung', 'siang', 'amin', 'pak', 'alhamdulillahi', 'robbil', 'aalamiin']","['barusan', 'dialog', 'dg', 'beli', 'air', 'isi', 'ulang', 'yg', 'mulai', 'dulu', 'dg', 'sebut', 'prabowogibran', 'aku', 'tanya', 'sampeyan', 'dukung', 'tdk', 'pak', 'wakil', 'tdk', 'jelas', 'pak', 'prabowo', 'terlalu', 'ambisius', 'trs', 'sampeyan', 'dukung', 'siang', 'amin', 'pak', 'alhamdulillah', 'robbil', 'aalamiin']",3,positive
@BosPurwa Hanya hitungan jam saja hilang semua usaha yg dilakukan selama ini mengemas Prabowo  santun  merangkul semua dan joget gemoy.  Dalam debat semalam keluar watak asli pak Prabowo  emosional  kaku dan merasa lebih superior dari Paslon lainnya.  Berantakan semuanya !!!,hanya hitungan jam saja hilang semua usaha yg dilakukan selama ini mengemas prabowo santun merangkul semua dan joget gemoy dalam debat semalam keluar watak asli pak prabowo emosional kaku dan merasa lebih superior dari paslon lainnya berantakan semuanya,"['hanya', 'hitungan', 'jam', 'saja', 'hilang', 'semua', 'usaha', 'yg', 'dilakukan', 'selama', 'ini', 'mengemas', 'prabowo', 'santun', 'merangkul', 'semua', 'dan', 'joget', 'gemoy', 'dalam', 'debat', 'semalam', 'keluar', 'watak', 'asli', 'pak', 'prabowo', 'emosional', 'kaku', 'dan', 'merasa', 'lebih', 'superior', 'dari', 'paslon', 'lainnya', 'berantakan', 'semuanya']","['hitungan', 'jam', 'hilang', 'semua', 'usaha', 'yg', 'dilakukan', 'selama', 'mengemas', 'prabowo', 'santun', 'merangkul', 'semua', 'joget', 'gemoy', 'debat', 'semalam', 'keluar', 'watak', 'asli', 'pak', 'prabowo', 'emosional', 'kaku', 'merasa', 'lebih', 'superior', 'paslon', 'lainnya', 'berantakan', 'semuanya']","['hitung', 'jam', 'hilang', 'semua', 'usaha', 'yg', 'laku', 'lama', 'emas', 'prabowo', 'santun', 'rangkul', 'semua', 'joget', 'gemoy', 'debat', 'malam', 'keluar', 'watak', 'asli', 'pak', 'prabowo', 'emosional', 'kaku', 'rasa', 'lebih', 'superior', 'paslon', 'lain', 'beranta', 'semua']",-14,negative
@genx36545403 @prabowo @gibran_tweet @jokowi @alextham878 @Alie_Fahnoor @AlmaghribiS @AndreasSolusi @are_inismyname @BANGSAygSUJUD @Bank_Joee_ @bengkeldodo @Chaves1305 @florieliciouss Awokawok https://t.co/jxhPpohDJM,awokawok,['awokawok'],['awokawok'],['awokawok'],0,positive
Saya masih ada kemungkinan pilih capres yang mana saja.   Karena bagi saya: - Anies Baswedan - Muhaimin Iskandar - Prabowo Subianto - Gibran Rakabuming Raka - Ganjar Pranowo - Mahfud MD semuanya saya yakini adalah orang baik.  Sehingga ketika kita tak memilih 2 paslon yang lain …,saya masih ada kemungkinan pilih capres yang mana saja karena bagi saya anies baswedan muhaimin iskandar prabowo subianto gibran rakabuming raka ganjar pranowo mahfud md semuanya saya yakini adalah orang baik sehingga ketika kita tak memilih paslon yang lain,"['saya', 'masih', 'ada', 'kemungkinan', 'pilih', 'capres', 'yang', 'mana', 'saja', 'karena', 'bagi', 'saya', 'anies', 'baswedan', 'muhaimin', 'iskandar', 'prabowo', 'subianto', 'gibran', 'rakabuming', 'raka', 'ganjar', 'pranowo', 'mahfud', 'md', 'semuanya', 'saya', 'yakini', 'adalah', 'orang', 'baik', 'sehingga', 'ketika', 'kita', 'tak', 'memilih', 'paslon', 'yang', 'lain']","['kemungkinan', 'pilih', 'capres', 'mana', 'anies', 'baswedan', 'muhaimin', 'iskandar', 'prabowo', 'subianto', 'gibran', 'rakabuming', 'raka', 'ganjar', 'pranowo', 'mahfud', 'md', 'semuanya', 'yakini', 'orang', 'baik', 'tak', 'memilih', 'paslon']","['mungkin', 'pilih', 'capres', 'mana', 'anies', 'baswedan', 'muhaimin', 'iskandar', 'prabowo', 'subianto', 'gibran', 'rakabuming', 'raka', 'ganjar', 'pranowo', 'mahfud', 'md', 'semua', 'yakin', 'orang', 'baik', 'tak', 'pilih', 'paslon']",-1,negative
@Yurissa_Samosir @AdamVelcro @AdeDhani9 @AkalSehat2024 @aking_adit @chaidar_2000 @Kang_Toniee @NohCeukenohhh @mustafaagus007 @choymarkochoy Pendukung Prabowo malam ini akan banyak yang pindah dukungan ke no 1,pendukung prabowo malam ini akan banyak yang pindah dukungan ke no,"['pendukung', 'prabowo', 'malam', 'ini', 'akan', 'banyak', 'yang', 'pindah', 'dukungan', 'ke', 'no']","['pendukung', 'prabowo', 'malam', 'banyak', 'pindah', 'dukungan', 'no']","['dukung', 'prabowo', 'malam', 'banyak', 'pindah', 'dukung', 'no']",5,positive
Prabowo  otakmu kayaknya tertinggal di masa lalu. Belajar lagi  dong  soal kepemimpinan yang sebenarnya. @GugungSuke42041  Anies #DebatCapres Prabowo Ordal JAKI pt gni https://t.co/s02KWJXFWL,prabowo otakmu kayaknya tertinggal di masa lalu belajar lagi dong soal kepemimpinan yang sebenarnya anies prabowo ordal jaki pt gni,"['prabowo', 'otakmu', 'kayaknya', 'tertinggal', 'di', 'masa', 'lalu', 'belajar', 'lagi', 'dong', 'soal', 'kepemimpinan', 'yang', 'sebenarnya', 'anies', 'prabowo', 'ordal', 'jaki', 'pt', 'gni']","['prabowo', 'otakmu', 'kayaknya', 'tertinggal', 'masa', 'lalu', 'belajar', 'dong', 'soal', 'kepemimpinan', 'sebenarnya', 'anies', 'prabowo', 'ordal', 'jaki', 'pt', 'gni']","['prabowo', 'otak', 'kayak', 'tinggal', 'masa', 'lalu', 'ajar', 'dong', 'soal', 'pimpin', 'benar', 'anies', 'prabowo', 'ordal', 'jaki', 'pt', 'gni']",-7,negative
Statement Anies-Cak Imin nggak padu  let's make things better with Prabowo-Gibran https://t.co/noiFoefOqm,statement aniescak imin nggak padu lets make things better with prabowogibran,"['statement', 'aniescak', 'imin', 'nggak', 'padu', 'lets', 'make', 'things', 'better', 'with', 'prabowogibran']","['statement', 'aniescak', 'imin', 'padu', 'lets', 'make', 'things', 'better', 'with', 'prabowogibran']","['statement', 'aniescak', 'imin', 'padu', 'lets', 'make', 'things', 'better', 'with', 'prabowogibran']",1,positive
